"","id","Question","Answer","statement_id","M","SD","responses"
"5633",35,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5634",53,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5635",11,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5636",25,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5637",29,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5638",80,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5639",44,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5640",56,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5641",26,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5642",67,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5643",2,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5644",49,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5645",23,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5646",78,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5647",62,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5648",47,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5649",21,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5650",1,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5651",14,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5652",27,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5653",70,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5654",59,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5655",77,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5656",72,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5657",60,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5658",54,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5659",42,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5660",10,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5661",37,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5662",3,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5663",13,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5664",61,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5665",9,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5666",43,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5667",32,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5668",45,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,0
"5669",65,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5670",30,"Wie wird die Insektenkunde auch genannt?","- Entomologie -",70,4.16,1.71,1
"5671",58,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5672",65,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5673",39,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5674",30,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5675",24,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5676",47,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5677",74,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5678",26,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5679",43,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5680",73,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5681",76,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5682",67,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5683",63,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5684",15,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5685",62,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5686",77,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5687",40,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5688",49,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5689",14,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5690",66,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5691",33,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5692",56,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5693",80,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5694",27,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5695",68,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5696",41,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5697",16,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5698",7,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5699",32,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5700",2,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5701",37,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5702",52,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5703",46,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5704",38,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5705",75,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5706",25,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5707",51,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5708",71,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5709",20,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5710",69,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5711",9,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5712",1,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5713",64,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5714",36,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5715",3,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5716",79,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5717",8,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5718",11,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5719",60,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5720",5,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5721",18,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5722",61,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5723",31,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5724",50,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5725",35,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5726",22,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5727",72,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5728",28,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5729",59,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5730",19,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5731",6,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5732",78,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5733",54,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5734",10,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5735",13,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5736",23,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5737",53,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5738",57,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5739",45,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5740",70,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5741",4,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5742",55,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5743",29,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5744",42,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5745",81,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5746",34,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5747",21,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5748",12,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5749",48,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5750",44,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,1
"5751",17,"Vor welchen Tieren hat Nicole Kidman panische Angst?","- Schmetterlingen -",71,4.1,1.07,0
"5752",80,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5753",65,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5754",59,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5755",62,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5756",19,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5757",48,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5758",4,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5759",20,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5760",33,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5761",51,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5762",14,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5763",2,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5764",22,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5765",49,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5766",25,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5767",81,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5768",79,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5769",32,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5770",24,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5771",23,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5772",9,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5773",75,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5774",26,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5775",11,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5776",18,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5777",56,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5778",54,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5779",61,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5780",5,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5781",44,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5782",68,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5783",39,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5784",67,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5785",30,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5786",50,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5787",7,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5788",31,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5789",60,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5790",73,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5791",57,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5792",42,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5793",3,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5794",10,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5795",37,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5796",28,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5797",71,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5798",36,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5799",35,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5800",13,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5801",29,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5802",38,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5803",58,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5804",70,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5805",17,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5806",43,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5807",46,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5808",69,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5809",53,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5810",74,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5811",34,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5812",6,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5813",66,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5814",78,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5815",1,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5816",40,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5817",77,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5818",15,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5819",72,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5820",55,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5821",63,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5822",41,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5823",16,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5824",47,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5825",21,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5826",64,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5827",76,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5828",8,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5829",52,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5830",12,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5831",45,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,0
"5832",27,"Zu welcher Tiergattung gehören Seepferdchen?","- Fische -",72,3.56,1.82,1
"5833",50,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5834",76,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5835",60,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5836",61,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5837",11,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5838",12,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5839",62,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5840",4,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5841",33,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5842",65,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5843",72,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5844",80,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5845",28,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5846",53,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5847",77,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5848",17,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5849",14,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5850",66,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5851",78,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5852",32,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5853",45,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5854",51,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5855",38,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5856",79,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5857",10,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5858",39,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5859",47,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5860",5,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5861",26,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5862",42,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5863",64,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5864",41,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5865",52,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5866",3,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5867",15,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5868",55,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5869",2,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5870",24,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5871",13,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5872",16,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5873",30,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5874",7,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5875",49,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5876",29,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5877",70,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5878",43,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5879",48,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5880",34,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5881",67,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5882",57,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5883",31,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5884",58,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5885",18,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5886",22,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5887",44,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5888",27,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5889",73,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5890",74,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5891",68,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5892",56,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5893",1,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5894",36,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5895",25,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5896",46,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5897",6,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5898",20,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5899",37,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5900",54,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5901",69,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5902",8,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5903",71,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5904",23,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5905",21,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5906",59,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,0
"5907",40,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
"5908",35,"Wie heißt die römische Göttin der Weisheit?","- Minerva -",73,4.22,1.17,1
