"","id","session","statements","M","SD","responses"
"3400",71,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3401",7,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3402",16,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3403",5,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3404",26,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3405",46,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3406",57,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3407",29,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3408",55,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3409",38,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3410",35,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3411",80,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3412",14,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3413",74,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3414",56,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3415",48,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3416",79,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3417",17,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3418",20,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3419",12,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3420",65,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3421",32,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3422",64,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3423",25,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3424",50,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3425",18,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3426",13,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3427",58,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3428",47,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3429",60,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3430",19,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3431",41,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3432",1,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3433",30,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3434",67,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3435",33,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3436",27,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3437",73,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3438",53,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3439",42,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3440",9,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3441",21,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3442",31,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3443",49,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3444",43,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3445",52,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3446",44,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3447",15,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,0
"3448",68,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3449",61,2,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3450",66,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3451",70,1,"Die Insektenkunde wird auch Entomologie genannt.",4.16,1.71,1
"3452",54,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3453",24,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3454",2,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3455",32,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3456",81,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3457",33,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3458",11,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3459",76,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3460",57,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3461",56,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3462",80,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3463",17,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3464",47,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3465",34,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3466",35,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3467",6,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3468",26,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3469",50,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3470",12,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3471",63,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3472",7,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3473",28,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3474",27,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3475",55,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3476",14,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3477",4,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3478",18,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3479",20,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3480",30,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3481",77,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3482",41,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3483",68,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3484",46,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3485",25,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3486",21,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3487",19,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3488",49,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3489",48,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3490",59,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3491",37,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3492",64,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3493",36,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3494",16,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3495",53,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3496",15,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3497",39,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3498",73,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3499",38,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3500",58,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3501",29,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3502",61,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3503",65,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3504",5,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3505",9,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3506",69,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3507",42,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3508",13,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3509",1,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3510",74,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3511",23,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3512",40,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3513",75,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3514",70,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3515",71,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3516",66,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3517",79,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3518",67,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3519",22,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3520",72,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3521",62,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,0
"3522",44,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3523",31,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3524",60,2,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3525",52,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3526",43,1,"Die Insel Ösel gehört zu Dänemark.",4.21,1.18,1
"3527",29,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3528",11,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3529",66,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3530",28,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3531",77,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3532",37,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3533",64,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3534",65,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3535",9,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3536",56,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3537",54,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3538",25,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3539",70,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3540",27,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3541",38,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3542",68,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3543",30,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3544",57,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3545",22,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3546",24,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3547",58,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3548",76,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3549",71,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3550",1,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3551",39,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3552",75,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3553",67,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3554",53,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3555",52,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3556",59,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3557",18,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3558",7,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3559",6,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3560",79,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3561",4,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3562",12,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3563",13,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3564",2,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3565",14,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3566",50,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3567",46,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3568",26,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3569",72,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3570",48,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3571",31,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3572",60,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3573",55,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3574",81,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3575",23,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3576",47,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3577",69,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3578",40,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3579",73,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3580",80,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3581",44,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3582",35,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3583",36,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3584",41,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3585",32,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3586",61,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3587",33,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3588",43,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3589",49,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3590",63,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3591",15,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3592",20,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3593",5,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3594",62,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3595",19,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3596",34,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3597",42,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3598",74,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3599",16,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3600",17,2,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,1
"3601",21,1,"Die kanadische Sängerin Celine Dion hat acht Geschwister.",4.35,1.04,0
"3602",24,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3603",30,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3604",79,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3605",25,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3606",75,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3607",55,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3608",68,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3609",64,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3610",28,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3611",11,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3612",26,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3613",18,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3614",54,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3615",81,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3616",76,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3617",58,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3618",29,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3619",80,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3620",57,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3621",72,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3622",56,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3623",23,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3624",44,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3625",34,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3626",77,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3627",5,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3628",71,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3629",14,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3630",13,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3631",61,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3632",60,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3633",27,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3634",48,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3635",46,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3636",70,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3637",63,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3638",6,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3639",43,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3640",9,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3641",66,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3642",59,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3643",40,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3644",67,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3645",42,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3646",74,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3647",47,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3648",49,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3649",19,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3650",17,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3651",12,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3652",35,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3653",1,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3654",65,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3655",53,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3656",32,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3657",31,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3658",20,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3659",73,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3660",22,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3661",21,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3662",41,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3663",38,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3664",62,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3665",36,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3666",52,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3667",50,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3668",4,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3669",15,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3670",7,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3671",69,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3672",33,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3673",39,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3674",2,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3675",16,1,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,0
"3676",37,2,"Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km.",4.25,1.02,1
"3677",12,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3678",81,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3679",30,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3680",43,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3681",69,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3682",79,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3683",24,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3684",39,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3685",54,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3686",32,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3687",70,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3688",35,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3689",62,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3690",4,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3691",28,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3692",80,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3693",15,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3694",71,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3695",13,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3696",42,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3697",75,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3698",38,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3699",9,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3700",7,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3701",72,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3702",6,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3703",18,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3704",46,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3705",16,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
"3706",63,1,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,0
"3707",17,2,"Die längsten Opern stammen von Gioacchino Rossini.",3.79,1.13,1
